,住址,物件說明,面積,房,衛,廳,物件類型,樓層,租金
499,台中市西屯區中康二街,逢甲/水湳/泉宇未來/3房平車,22.61坪,3,2,2,整層住家/電梯大廈,12樓/13樓,"35,000元"
500,台中市西屯區國安一路,獨家世紀凱悅邊間視野美三房,25坪,3,2,2,整層住家/電梯大廈,7樓/22樓,"26,000元"
501,台中市西屯區福順路,全新未住~近榮總❤台水台電❤一房一廳❤陽台獨洗,20坪,1,1,1,獨立套房/透天厝,2樓/6樓,"18,999元"
502,台中市西屯區中工三路,⭐東海世貿⭐電梯⭐子母車⭐飲水機⭐儲值電卡式⭐,18坪,1,1,1,獨立套房/透天厝,7樓/7樓,"14,999元"
503,台中市西屯區漢口路一段,✓可營登報稅✓三角店面✓門口可停車✓辦公室藥局,25坪,-,,,店面/透天厝,1樓/1樓,"39,999元"
504,台中市西屯區杏林路,2＋1房適合合租 大陽台 環境單純 近新光三越遠百,25坪,3,1,1,整層住家/透天厝,1樓~頂樓加蓋/2樓,"18,000元"
505,台中市西屯區漢口路一段,全新✅2+1房✅傢俱齊✅工作良民證✅子母車✅爬三樓,55坪,3,2,2,整層住家/別墅,3樓/6樓,"24,499元"
506,台中市西屯區何厝街,近逢甲大學⭐獨洗窗曬⭐流理臺⭐採光超好⭐全新裝潢,12坪,1,1,1,獨立套房/電梯大廈,4樓/8樓,"7,799元"
507,台中市西屯區太原路一段,稀有釋出⭐陽台獨洗⭐子母車⭐飲水機⭐科博館,15.2坪,-,,,獨立套房/電梯大廈,6樓/8樓,"10,500元"
508,台中市西屯區文華路,⭐可寵超便宜❤️陽台獨曬❤️可短租,6坪,1,1,,獨立套房/透天厝,4樓/6樓,"3,799元"
509,台中市西屯區精明一街,精明商圈全新大套房1房1廳獨洗曬,12坪,1,1,1,獨立套房/透天厝,3樓/5樓,"12,000元"
510,台中市西屯區福上巷龍欣二弄,陽台獨洗●近逢甲大學●類一房一廳●流理臺●機車位,12坪,1,1,1,獨立套房/電梯大廈,2樓/4樓,"10,500元"
511,台中市西屯區順和三街,樓中樓全新完工✨尚蓋讚的裝潢✨室內機車✨東海大學,20坪,1,1,1,整層住家/電梯大廈,3樓/6樓,"12,999元"
512,台中市西屯區順和九街,"東海,工業區⭐全新未住⭐衛浴開窗⭐陽台獨洗⭐等你來",12.26坪,-,,,整層住家/電梯大廈,5樓/8樓,"8,999元"
513,台中市西屯區龍門一街,近老虎城⭐幸福小窩⭐乾溼分離⭐流理臺⭐陽台獨洗,18坪,1,1,1,獨立套房/電梯大廈,2樓/6樓,"12,999元"
514,台中市西屯區順和七街,近東海榮總⛅全新未住⛅衛浴開窗⛅大露臺,15坪,-,,,獨立套房/透天厝,3樓/6樓,"11,500元"
515,台中市西屯區逢甲路,全新大金變頻冷暖套房出租免仲介費（仲免）,5坪,-,,,獨立套房/透天厝,2樓~5樓/5樓,"9,500元"
516,台中市西屯區順和七街,東海榮總⭐搶先預定⭐全新未住⭐陽台獨洗⭐採光超好,15坪,1,1,1,獨立套房/電梯大廈,3樓/8樓,"9,499元"
517,台中市西屯區天水東街,❤小資創業首選❤店面加地下室收納❤可餐飲✅,23坪,-,,,店面/透天厝,B1~1樓/5樓,"18,000元"
518,台中市西屯區福上巷,三房樓中樓◕流理台◕凸窗獨曬◕逢甲僑光水湳中國醫,25坪,3,1,1,整層住家/透天厝,3樓/3樓,"16,999元"
519,台中市西屯區中工三路,⭐世貿澄清⭐電梯⭐陽台獨洗曬⭐大空間好採光⭐子母車,14坪,1,1,,獨立套房/透天厝,7樓/7樓,"11,999元"
520,台中市西屯區天水中街,店面+地下室出租工作室飲料店,23坪,-,,,店面/透天厝,1樓/6樓,"18,000元"
521,台中市西屯區逢明街,超大間可寵台水電乾溼衛浴浴缸廚房24管理員,15坪,-,,,整層住家/電梯大廈,4樓/15樓,"21,000元"
522,台中市西屯區中工三路,✨秒殺✨中科世貿✅美採光✅獨洗曬衛浴窗✅流理臺,14坪,-,,,獨立套房/透天厝,3樓/6樓,"12,000元"
523,台中市西屯區順和三街,全新完工樓中樓✨尚蓋讚的裝潢✨室內機車✨東海大學,20坪,1,1,1,整層住家/電梯大廈,3樓/6樓,"12,999元"
524,台中市西屯區長安路二段,✨全新可寵✨正一房一廳✨整面採光✨陽台獨洗✨流理臺,13坪,1,1,1,獨立套房/公寓,4樓/6樓,"11,499元"
525,台中市西屯區西屯路二段, 逢甲熱鬧結市西屯路整棟透店,111.6坪,-,,,店面/透天厝,整棟/4樓,"85,000元"
526,台中市西屯區文華路,逢甲商圈★有凸窗曬衣★電梯★小資首選室內大空間,11坪,1,,,獨立套房/電梯大廈,4樓/8樓,"8,000元"
527,台中市西屯區福科一街,近西大墩公園漂亮四房出租,84.11坪,4,2,2,整層住家/電梯大廈,14樓/19樓,"58,000元"
528,台中市西屯區臺灣大道三段,租賃)皇居視野新裝潢 三房,101.29坪,-,,,住宅/電梯大廈,10樓~27樓/28樓,15萬
529,台中市西屯區西屯路二段,小資首選西屯逢甲僑光免爬高,6坪,-,,,獨立套房/透天厝,3樓/5樓,"5,500元"
530,台中市西屯區青海路二段,近家樂福大四房平車,50.9坪,4,2,2,整層住家/電梯大廈,3樓/13樓,"30,000元"
531,台中市西屯區逢甲路,黃金三角窗店面,42坪,-,,,住辦/辦公,2樓/2樓,"26,000元"
532,台中市西屯區中工三路,世貿商圈透天店面,85.92坪,-,,,店面/店面,1樓/3樓,"50,000元"
533,台中市西屯區合江街,西屯逢甲 全新未住大套房 多間可選,21坪,1,1,1,獨立套房/電梯大廈,9樓/12樓,"25,000元"
534,台中市西屯區福中六街,中科華廈三房,29.02坪,3,2,2,住宅/華廈,7樓~7樓/7樓,"20,000元"
535,台中市西屯區福中六街,中科世貿三房 華廈,29.02坪,3,2,2,其他/電梯大廈,7樓~7樓/7樓,"20,000元"
536,台中市西屯區朝馬七街,來住七期!大套房開窗~秒租,65.03坪,6,6,,分租套房/透天厝,頂樓加蓋~頂樓加蓋/-,"10,000元"
537,台中市西屯區環中路二段,西屯視野兩房~氣派高質感~~附車位,36.41坪,2,2,1,整層住家/電梯大廈,9樓/29樓,"26,600元"
538,台中市西屯區文心路三段,正文心路近捷運全新店面,33.87坪,-,,,店面/店面,1樓/12樓,"50,000元"
539,台中市西屯區福中六街,綠世界高樓三房美屋,29.02坪,3,2,2,整層住家/華廈,7樓/7樓,"20,000元"
540,台中市西屯區市政北二路,七期BHW高樓層視野戶,140.34坪,-,,,商用/辦公,26樓~26樓/36樓,17萬
541,台中市西屯區寶慶街,精銳ＦＵＮ未來三房邊間,55.32坪,3,2,2,整層住家/電梯大廈,3樓/23樓,"50,000元"
542,台中市西屯區台灣大道三段,The One優質住家,35.5坪,2,2,2,整層住家/電梯大廈,11樓/24樓,"29,000元"
543,台中市西屯區福中六街,東海。台中工業區。寬敞大三房,30坪,3,2,2,整層住家/華廈,7樓/7樓,"20,000元"
544,台中市西屯區臺灣大道三段,七期黃金店面,202.83坪,-,,,店面/店面,1樓/28樓,48.5萬
545,台中市西屯區漢口路一段,西屯東興商圈、漢口商圈黃金地段三房美寓『車位可租』,30坪,3,2,2,整層住家/公寓,3樓/5樓,"23,000元"
546,台中市西屯區市政北七路,七期-聯聚中雍大廈-超高樓最頂級商辦-無敵景觀,253.06坪,-,,,商用/辦公,34樓/39樓,75萬
547,台中市西屯區朝富路,新市政中心CBD時代廣場,162.6坪,-,,,商用/辦公,3樓~3樓/34樓,15.3萬
548,台中市西屯區河南路三段,面老虎城七期精緻小豪宅,31.98坪,1,1,1,獨立套房/其他,7樓/15樓,"30,000元"
549,台中市西屯區青海南街,新落成高樓兩房好漂亮,19.38坪,2,1,1,整層住家/電梯大廈,14樓/14樓,"22,000元"
550,台中市西屯區文華路,逢甲商圈正文華路金店面整棟出租,42.23坪,-,,,店面/透天厝,1樓~3樓/3樓,25萬
551,台中市西屯區臺灣大道四段,太子四季視野美屋,41.32坪,2,1,1,整層住家/電梯大廈,6樓/15樓,"25,000元"
552,台中市西屯區至善路,珍愛逢甲採光美套房(租),9.09坪,1,1,,獨立套房/套房,3樓~3樓/7樓,"7,500元"
553,台中市西屯區逢甲路,逢甲碧根廣場優質店面,42.89坪,-,,,店面/店面,2樓/4樓,"70,000元"
554,台中市西屯區臺灣大道二段,近市政府捷運站溫馨美屋,16.4坪,1,1,1,整層住家/電梯大廈,2樓/14樓,"18,000元"
555,台中市西屯區逢甲路,逢甲大學綠園道美兩房釋出,20.83坪,2,1,1,整層住家/公寓,3樓/5樓,"18,000元"
556,台中市西屯區西屯路三段,正西屯路黃金店面稀有釋出,46.61坪,-,,,店面/店面,1樓/16樓,"60,000元"
557,台中市西屯區中清路三段,獨立森林全新3車電墅(專租),111.69坪,5,5,2,整層住家/別墅,1樓~頂樓加蓋/4樓,"75,000元"
558,台中市西屯區逢明街,逢甲元城三穗大三房雙車位附傢電,58.54坪,3,2,2,整層住家/電梯大廈,6樓/9樓,"40,000元"
559,台中市西屯區福上巷,全新整理套房【獨洗獨曬】附傢電+機車位【多間可選】,12坪,1,1,1,整層住家/透天厝,整棟/3樓,"12,000元"
560,台中市西屯區中清路,水湳經貿特區雙車庫電梯墅,104.77坪,4,5,3,住宅/別墅,B1~頂樓加蓋/3樓,"80,000元"
561,台中市西屯區工業區一路,中港易居三房車位,34.75坪,3,2,2,整層住家/華廈,4樓/6樓,"22,000元"
562,台中市西屯區西屯路二段,正西屯路吃市樓店,35.47坪,-,,,店面/電梯大廈,整棟/-,"42,000元"
563,台中市西屯區臺灣大道二段,正臺灣大道商辦,53坪,-,,,住辦/辦公,11樓/12樓,"48,000元"
564,台中市西屯區洛陽南街,近青海路！邊間美別墅,43.55坪,4,2,2,整層住家/透天厝,1樓/2樓,"48,000元"
565,台中市西屯區市政北二路,七期頂級商辦/BHW/高樓層視野佳/三平面車位,140坪,6,,,商用/電梯大廈,25樓/36樓,17萬
566,台中市西屯區市政路,市政都心採光優質商辦,109.4坪,-,,,住辦/辦公,6樓/38樓,10.7萬
567,台中市西屯區市政北一路,總太觀心歌劇院視野,72.71坪,4,2,2,整層住家/電梯大廈,4樓/13樓,"46,000元"
568,台中市西屯區大墩二十街,近市政府捷運站大店面,84.22坪,-,,,店面/店面,1樓/6樓,"63,000元"
569,台中市西屯區臺灣大道四段,中港首璽一房一廳,23.66坪,1,1,1,整層住家/電梯大廈,3樓/26樓,"17,800元"
570,台中市西屯區西屯路二段,逢甲商圈漂亮套房,7坪,1,1,,分租套房/其他,1樓/3樓,"6,500元"
571,台中市西屯區市政路,(租)豐邑市政都心,109.39坪,-,,,住辦/電梯大廈,8樓~8樓/38樓,11萬
572,台中市西屯區河南路四段,文華匯黃金邊間店面,45.17坪,-,,,店面/店面,1樓/12樓,"90,000元"
573,台中市西屯區西屯路二段,西屯路樓店！競選總部退租,41.85坪,-,,,店面/店面,1樓/16樓,"33,000元"
574,台中市西屯區何厝街,可寵❤️流理台❤️新光❤️大遠百❤️稀有釋出,10坪,-,,,獨立套房/透天厝,3樓/4樓,"11,500元"
575,台中市西屯區長安路二段,全新可寵正一房一廳陽台獨洗曬,13坪,1,1,1,獨立套房/公寓,4樓/5樓,"13,000元"
576,台中市西屯區崇義街,近河南路逢甲商圈套房,6坪,1,,,住宅/透天厝,頂樓加蓋~頂樓加蓋/-,"5,800元"
577,台中市西屯區市政南一路,問鼎市政★裝潢新市政美景,91.58坪,3,2,2,整層住家/電梯大廈,12樓/19樓,"79,800元"
578,台中市西屯區大容東街,劍橋商業景觀高樓商辦,112.28坪,-,,,住辦/辦公,10樓/12樓,"88,500元"
579,台中市西屯區福和段,單元商五角地,363.15坪,-,,,其他/其他,整棟/-,32.68萬
580,台中市西屯區福吉街,親家福星道14D全新未住1房1廳附車位,11.9坪,1,1,1,整層住家/電梯大廈,14樓/15樓,"25,600元"
581,台中市西屯區大容西街,市府站面寬約８米整層店面,72.49坪,-,,,店面/店面,1樓/21樓,"61,000元"
582,台中市西屯區臺灣大道四段,中科僑福優質四房,60.82坪,4,2,1,整層住家/電梯大廈,6樓/20樓,"23,000元"
583,台中市西屯區福安十街,中科世貿美兩房,23.67坪,2,1,1,整層住家/華廈,4樓/8樓,"19,600元"
584,台中市西屯區環中路三段,傳奇高樓視野裝潢戶,48.11坪,2,2,2,整層住家/電梯大廈,11樓/27樓,"35,000元"
585,台中市西屯區玉門路,稀有出租有裝潢雲特Ａ,116.42坪,3,3,2,整層住家/電梯大廈,23樓/25樓,10萬
586,台中市西屯區安和路,可貓電梯樓中樓陽台可報稅平車,10坪,-,,,獨立套房/樓中樓,2樓/4樓,"13,000元"
587,台中市西屯區中清路二段,"全新套房,獨洗獨曬!最後2間",5坪,1,1,,分租套房/華廈,5樓/5樓,"8,800元"
588,台中市西屯區上安路,國家歌劇院喬立生活觀電梯獨套兩戶可選,10坪,1,1,1,整層住家/電梯大廈,2樓/6樓,"12,000元"
589,台中市西屯區青海路二段,逢甲家樂福旁套房,7.57坪,1,1,,獨立套房/華廈,5樓/14樓,"5,100元"
590,台中市西屯區順和八街,工業區美套房,22.67坪,3,3,,整層住家/公寓,-/5樓,"16,500元"
591,台中市西屯區西安街,✿愛家雙寶爸✿逢甲大學旁自助收租小資兩房,9坪,2,1,2,整層住家/公寓,3樓/5樓,"20,000元"
592,台中市西屯區市政南一路,文華匯兩房平車採光佳,32.68坪,2,1,2,整層住家/電梯大廈,5樓/12樓,"30,000元"
593,台中市西屯區至善路,逢甲樓店1+2樓「租金降價」住辦合一,63.23坪,-,,,店面/電梯大廈,1樓~2樓/12樓,"40,000元"
594,台中市西屯區臺灣大道二段,市政香榭－附家電含管理費,13.94坪,1,1,1,獨立套房/其他,3樓/14樓,"16,000元"
595,台中市西屯區至善路,小翁嚴選★逢甲樂活城市邊間一房大休旅車,16.79坪,1,1,2,整層住家/電梯大廈,3樓/10樓,"29,800元"
596,台中市西屯區天保街,世貿美美三房附機械車位,39.86坪,3,2,2,整層住家/華廈,3樓/5樓,"20,000元"
597,台中市西屯區青海路二段,青海家樂福逢甲獨洗曬美套房,8.4坪,1,1,1,獨立套房/電梯大廈,5樓/14樓,"11,000元"
598,台中市西屯區至善路,近水樓台一期耶魯棟次頂樓電梯套房含管,12坪,1,1,1,獨立套房/電梯大廈,11樓/12樓,"16,000元"
599,台中市西屯區弘孝路,新光三越|櫻花捷運|逢甲商圈|美2房車位,25坪,2,1,1,整層住家/電梯大廈,8樓/14樓,"20,000元"
600,台中市西屯區福上巷,【西屯區】A件•逢甲商圈•獨立套房(限男生),5坪,1,1,1,獨立套房/電梯大廈,B1/6樓,"4,500元"
601,台中市西屯區漢翔北街,(丹尼斯嚴選)文修公園旁電梯大套L室,5坪,1,1,,獨立套房/透天厝,2樓/5樓,"11,000元"
602,台中市西屯區臺灣大道四段,首璽朝南大空間兩房,31.93坪,2,1,2,住宅/電梯大廈,2樓~2樓/26樓,"20,000元"
603,台中市西屯區西屯路二段,名流廣場四房附車位,46.37坪,4,2,2,其他/電梯大廈,12樓~12樓/16樓,"25,000元"
604,台中市西屯區逢明街,西屯高樓三房附車位,29.85坪,3,2,2,整層住家/電梯大廈,12樓/13樓,"25,000元"
605,台中市西屯區環中路二段,屋主想租!全新位住兩房裝潢!西屯最優豪宅!,17.8坪,2,1,2,整層住家/電梯大廈,19樓/26樓,"25,000元"
606,台中市西屯區華美西街二段,近水湳一＆二樓店面,39.16坪,-,,,店面/店面,1樓/14樓,"26,000元"
607,台中市西屯區環中路三段,帝王傳奇二房車位,48.03坪,2,2,2,整層住家/電梯大廈,27樓/27樓,"28,000元"
608,台中市西屯區天水西三街,走路到櫻花捷運★獨洗★分租2房,13坪,2,1,,整層住家/透天厝,4樓/4樓,"11,000元"
609,台中市西屯區河南路二段,出租捷運文華高中子母車飲水機一卡皮箱四樓公寓美套房,7坪,1,1,1,分租套房/公寓,4樓/4樓,"6,500元"
610,台中市西屯區西屯路二段,不收服務費★含網路+第四台逢甲僑光大學,5坪,1,1,,獨立套房/透天厝,2樓~4樓/4樓,"5,999元"
611,台中市西屯區文華路永新巷,逢甲商圈~溫馨双人套房  (免仲介服務費!),6坪,1,1,,獨立套房/公寓,5樓~6樓/6樓,"4,500元"
612,台中市西屯區臺灣大道三段,上城高樓三房車位美屋,50.09坪,3,2,2,整層住家/電梯大廈,20樓/22樓,"32,000元"
613,台中市西屯區逢明街,逢甲高樓三房車位,33.42坪,3,2,2,整層住家/電梯大廈,12樓/13樓,"28,000元"
614,台中市西屯區寶慶街,西屯飯店式管理套房,12.59坪,1,1,1,獨立套房/其他,3樓/9樓,"12,000元"
615,台中市西屯區市政北二路,七期銳豐悅觀高層戶出租,147.19坪,4,4,2,住宅/電梯大廈,11樓~11樓/28樓,13.7萬
616,台中市西屯區逢甲路,逢甲正大門口優質套房,6坪,1,1,,獨立套房/公寓,4樓~5樓/5樓,"5,000元"
617,台中市西屯區精明二街,精誠商圈一樓店面,10坪,-,,,店面/店面,1樓/4樓,"15,000元"
618,台中市西屯區國安一路,新杜拜小兩房全配房間皆開窗採光好,13.51坪,2,1,2,整層住家/電梯大廈,12樓/24樓,"20,000元"
619,台中市西屯區至善路,復新經典美裝潢大三房,59.07坪,3,2,2,整層住家/電梯大廈,9樓/14樓,"28,000元"
620,台中市西屯區福聯街,瑞聯金店面出租,33.86坪,-,,,店面/店面,1樓/13樓,"17,000元"
621,台中市西屯區工業區一路,西屯(中港福家)1樓店面+2樓住家含平車,33.49坪,2,2,,住辦/電梯大廈,1樓~2樓/13樓,"23,000元"
622,台中市西屯區寧夏路,近百坪商辦娛樂大樓文華捷運站~專租店面張景勝最謹慎,95.68坪,-,,,住辦/電梯大廈,11樓/12樓,"80,000元"
623,台中市西屯區河南路三段,七期市政101面歌劇院視野戶1+1房小豪宅機上車位,17.42坪,1,1,1,整層住家/電梯大廈,13樓/15樓,"30,000元"
624,台中市西屯區西屯路二段,惠宇觀市政美３房平車位,50.47坪,3,2,2,整層住家/電梯大廈,12樓/22樓,"60,000元"
625,台中市西屯區文華路永新巷,逢甲地球村 溫馨運動套房~(免仲介服務費!),6坪,1,1,,獨立套房/公寓,頂樓加蓋/-,"5,000元"
626,台中市西屯區西屯路二段,西屯路黃金大空間透店,36.16坪,-,,,店面/店面,頂樓加蓋/-,"32,000元"
627,台中市西屯區環中路二段,臻愛高樓兩房附車位,25.17坪,2,1,2,整層住家/電梯大廈,22樓/29樓,"25,000元"
628,台中市西屯區國安一路,世紀凱悅溫馨一房一廳+休旅大車位,13坪,1,1,1,整層住家/電梯大廈,11樓/22樓,"19,000元"
629,台中市西屯區西安街,西安街小資兩房(可申請租屋補助),9.85坪,2,1,2,整層住家/公寓,3樓/5樓,"20,000元"
630,台中市西屯區市政北五路,七期理性與感性裝潢2房,47.83坪,3,2,2,住宅/電梯大廈,5樓~5樓/25樓,"50,000元"
631,台中市西屯區大墩十七街,正五期三房車位,53.05坪,3,2,2,整層住家/華廈,3樓/7樓,"22,000元"
632,台中市西屯區工業區一路,愛瑪市朝東美屋出租２＋１,40.64坪,2,2,2,整層住家/電梯大廈,6樓/12樓,"25,000元"
633,台中市西屯區天水西三街,櫻花捷運★獨洗★分租套房★超省房租,5.5坪,1,1,,分租套房/透天厝,3樓/4樓,"6,000元"
634,台中市西屯區福吉街,️A文修公園 全新未住精美2房 附家俱 可另租車位,17坪,2,1,2,整層住家/電梯大廈,5樓/15樓,"25,000元"
635,台中市西屯區中工二路,西屯世貿面寬樓店,44.16坪,-,,,店面/店面,1樓/13樓,"22,000元"
636,台中市西屯區文華路,文華路電梯獨立套房,10坪,1,1,1,整層住家/電梯大廈,2樓/7樓,"18,000元"
637,台中市西屯區西屯路三段,凡比大空間三房,37.21坪,3,2,2,住宅/電梯大廈,10樓~10樓/12樓,"24,000元"
638,台中市西屯區青海路二段,My勝美百萬裝潢高樓層二房平車視野戶~張景勝最謹慎,38.3坪,2,1,2,整層住家/電梯大廈,15樓/15樓,"36,000元"
639,台中市西屯區臺灣大道二段,市政香榭套房附家具,13.54坪,1,1,1,整層住家/電梯大廈,6樓/14樓,"15,000元"
640,台中市西屯區惠中一街,七期雙百貨~大四房雙車位,68.49坪,4,3,2,住宅/電梯大廈,9樓~9樓/14樓,"33,000元"
641,台中市西屯區寧夏東二街,近文華高中捷運美店面,25.25坪,-,,,店面/店面,1樓/5樓,"21,000元"
642,台中市西屯區甘州街,甘州街美雅房,7坪,1,,,雅房/透天厝,頂樓加蓋~頂樓加蓋/-,"8,000元"
643,台中市西屯區甘肅路一段,西屯流理檯獨洗曬，近逢甲社區管理好雙窗採光通風好,11.86坪,1,1,,獨立套房/電梯大廈,4樓/15樓,"10,000元"
644,台中市西屯區青海路二段,✨逢甲商圈｜佳茂地中海｜兩房平車＋平車✨,15.9坪,2,1,1,整層住家/電梯大廈,9樓/14樓,"23,800元"
645,台中市西屯區市政南一路,七期兩房平車傢俱全含,30.63坪,2,1,2,住宅/電梯大廈,4樓~4樓/12樓,"28,000元"
646,台中市西屯區逢甲路,逢甲金鑽套房3,4坪,1,1,,分租套房/華廈,5樓/6樓,"6,000元"
647,台中市西屯區西屯路二段,華美漢口西屯4米金店面,16.78坪,-,,,店面/店面,1樓~1樓/4樓,"35,000元"
648,台中市西屯區華夏巷西一弄,逢甲全新整理貓奴的家大套房+貓跳台+陽台獨洗曬全配,7坪,1,1,1,獨立套房/公寓,4樓/6樓,"7,999元"
649,台中市西屯區國祥街,中科國安國宅三房高樓層視野戶,41.8坪,3,2,2,整層住家/電梯大廈,11樓/12樓,"20,000元"
650,台中市西屯區西屯路三段,太子雲世紀三房平面車位,59.1坪,3,2,2,整層住家/電梯大廈,13樓/21樓,"30,000元"
651,台中市西屯區黎明路三段,(丹尼斯嚴選)青海路電梯套房,6坪,1,1,,獨立套房/電梯大廈,4樓/14樓,"7,900元"
652,台中市西屯區福科路,俊國星座優質三房,33.84坪,3,2,2,整層住家/電梯大廈,13樓/14樓,"21,000元"
653,台中市西屯區西屯路二段,上石國小陽台大套房,10.68坪,1,1,,獨立套房/其他,3樓/5樓,"12,000元"
654,台中市西屯區市政北二路,七期名人巷音悅廳前棟,124.48坪,4,3,2,住宅/電梯大廈,11樓~11樓/23樓,"85,000元"
655,台中市西屯區青海路二段,西屯逢甲商圈 高樓大兩房附平車 ,17.78坪,2,1,2,整層住家/電梯大廈,12樓/14樓,"26,000元"
656,台中市西屯區弘孝路,風格裝潢三房採光戶,32.49坪,3,2,2,整層住家/電梯大廈,4樓/13樓,"38,000元"
657,台中市西屯區福瑞街,中科店面大坪數低租金,85坪,-,,,店面/店面,1樓/15樓,"30,000元"
658,台中市西屯區文華路,逢甲二樓公寓 超美獨洗曬全新整理大套房,5.5坪,1,1,,分租套房/公寓,2樓/5樓,"11,000元"
659,台中市西屯區文心路三段,世界之心一房,24.42坪,1,1,1,整層住家/電梯大廈,9樓/26樓,"22,000元"
660,台中市西屯區逢明街,逢甲元城三穗大三房雙車位附傢電,58.5坪,3,2,2,整層住家/電梯大廈,6樓/9樓,"42,000元"
661,台中市西屯區順和一街,(丹尼斯嚴選)全新整理！東海商圈美三房,29.51坪,3,2,2,整層住家/電梯大廈,6樓/7樓,"26,000元"
662,台中市西屯區市政北六路,千萬裝潢歌劇院第一排寶輝一品花園~張景勝租屋最謹慎,118.24坪,6,6,2,整層住家/電梯大廈,6樓/32樓,21萬
663,台中市西屯區櫻城三街,櫻花香陽台獨洗獨曬美套房,6.2坪,1,1,,獨立套房/其他,7樓/8樓,"8,800元"
664,台中市西屯區市政北一路,租‧七期歌劇院豪宅【親家雲硯】高質感裝潢三房雙車,49.15坪,3,2,2,整層住家/電梯大廈,9樓/39樓,"88,000元"
665,台中市西屯區惠文路,寶璽睿觀面園道．即刻入主,148.94坪,3,3,2,整層住家/電梯大廈,6樓/20樓,15萬
666,台中市西屯區福強街,讚的瑞Ａ套房高樓,9.84坪,1,1,1,獨立套房/其他,17樓/19樓,"8,000元"
667,台中市西屯區黎明路三段,黎明路三房附車位,40.53坪,3,2,2,整層住家/電梯大廈,7樓/13樓,"23,000元"
668,台中市西屯區逢甲路,碧根陽光廣場２＋３Ｆ,12.7坪,-,,,店面/店面,2樓/4樓,"9,000元"
669,台中市西屯區安和路,西屯｜全新完工未住｜多間可選｜先搶先贏,7坪,1,1,,獨立套房/電梯大廈,2樓/3樓,"10,000元"
670,台中市西屯區福瑞街,瑞Ｂ店面,36.9坪,-,,,店面/店面,1樓/24樓,"22,000元"
671,台中市西屯區西屯踏路二段77號旁,正西屯路-倉庫-停車場或小吃攤位,29坪,-,,,土地/建地,-/-,"10,000元"
672,台中市西屯區大墩二十街,五期賺錢金店面,30.67坪,-,,,店面/華廈,1樓~1樓/6樓,"45,000元"
673,台中市西屯區環中路二段,赫里翁臻愛【兩房B5】朝七期美視野花 台中買屋賣房,24坪,2,1,1,整層住家/電梯大廈,7樓/29樓,"24,000元"
674,台中市西屯區福瑞街,中科招財樓店,34.73坪,-,,,店面/店面,1樓/15樓,"32,000元"
675,台中市西屯區臺灣大道三段,近上安學區透店,82.99坪,-,,,店面/店面,1樓/4樓,"45,000元"
676,台中市西屯區西屯路二段,唯美君悅二樓美店工作坊,37.94坪,-,,,店面/店面,2樓/4樓,"38,600元"
677,台中市西屯區逢甲路,正逢甲路上大面寬可營豋,33.87坪,-,,,店面/店面,2樓/5樓,"35,000元"
678,台中市西屯區台灣大道二段,順天上環匯酒店回家就像在渡假,59.86坪,2,2,2,整層住家/電梯大廈,13樓/21樓,"70,000元"
679,台中市西屯區台灣大道三段,台灣大道七期精品小豪宅,44.45坪,2,1,2,整層住家/電梯大廈,14樓/24樓,"35,000元"
680,台中市西屯區永福路,新晴兩房車位附車位全配好漂亮,19坪,2,1,2,整層住家/電梯大廈,3樓/7樓,"26,000元"
681,台中市西屯區朝貴路,租★七期朝貴路整棟透店,72.06坪,-,,,店面/店面,1樓/5樓,"40,000元"
682,台中市西屯區國安一路,新杜拜小兩房,21.41坪,2,1,1,整層住家/電梯大廈,4樓/24樓,"18,500元"
683,台中市西屯區福星路,逢甲正福星路金店面,53.44坪,-,,,店面/店面,1樓/14樓,"40,000元"
684,台中市西屯區政和路,惠來公園透店,80.9坪,-,,,店面/店面,頂樓加蓋~頂樓加蓋/-,"45,000元"
685,台中市西屯區華美西街二段,羅浮名宮公寓,26坪,3,1,2,整層住家/公寓,4樓/5樓,"20,000元"
686,台中市西屯區長安路二段,大福新城三房平車,55.48坪,3,2,2,整層住家/樓中樓,9樓/14樓,"22,000元"
687,台中市西屯區西屯路二段上石北二巷,*珍珠*逢甲商圈台水台電電梯精美套房限女生免仲金 ,6坪,1,1,,獨立套房/電梯大廈,5樓/8樓,"5,800元"
688,台中市西屯區文心路三段,可寵♥電梯♥獨洗♥流理臺♥無敵採光,8.5坪,1,1,,獨立套房/電梯大廈,6樓/8樓,"9,500元"
689,台中市西屯區河南路三段,七期正面秋紅谷美景/精美裝潢/立即可住,84坪,3,3,2,整層住家/電梯大廈,4樓/29樓,14.8萬
690,台中市西屯區青海南街,近逢甲商圈小豪宅附傢俱電,29.11坪,2,1,2,整層住家/電梯大廈,23樓/23樓,"35,000元"
691,台中市西屯區市政北一路,惠宇天青美三房三平車,112.95坪,3,2,2,住宅/電梯大廈,10樓~15樓/26樓,"85,000元"
692,台中市西屯區福誠路,拎包入住！獨洗獨曬！可開伙！仰雲方正一房！,12.47坪,1,1,1,獨立套房/電梯大廈,7樓/12樓,"23,000元"
693,台中市西屯區大安西街,五期近捷運近台灣大道3房+車位,22坪,3,2,2,整層住家/電梯大廈,6樓/8樓,"23,000元"
694,台中市西屯區國安一路,西屯 領袖特區 三房平車 屋況好 快來約看,25坪,3,2,2,獨立套房/電梯大廈,1樓~15樓/15樓,"33,000元"
